iter	RMSE
1667	12364.41472
1668	12364.33358
1669	12362.96181
1670	12353.43755
1671	12352.40744
1672	12341.932
1673	12340.9331
1674	12338.93609
1675	12335.47956
1676	12335.13949
1677	12334.65293
1678	12327.32024
1679	12325.98988
1680	12325.05133
1681	12323.3588
1682	12319.65449
1683	12310.5345
1684	12304.48921
1685	12304.2543
1686	12302.98356
1687	12296.35573
1688	12294.81727
1689	12291.62363
1690	12291.46794
1691	12291.12643
1692	12290.76561
1693	12287.64242
1694	12287.17778
1695	12285.50602
1696	12281.57077
1697	12274.47805
1698	12267.0861
1699	12255.76533
1700	12252.04361
1701	12250.39954
1702	12246.50147
1703	12246.14004
1704	12245.82876
1705	12237.67519
1706	12233.64179
1707	12233.44508
1708	12228.27108
1709	12227.45918
1710	12224.46907
1711	12223.08772
1712	12222.93595
1713	12209.94532
1714	12208.4593
1715	12207.39214
1716	12206.30902
1717	12194.89624
1718	12190.36769
1719	12184.22514
1720	12174.5242
1721	12165.84685
1722	12159.22534
1723	12148.09123
1724	12142.697
1725	12138.81623
1726	12137.90541
1727	12137.46627
1728	12137.32051
1729	12133.24214
1730	12133.10062
1731	12128.06757
1732	12126.57294
1733	12119.49141
1734	12112.65761
1735	12102.91301
1736	12101.0433
1737	12099.75135
1738	12099.41945
1739	12093.1384
1740	12092.47131
1741	12088.66103
1742	12084.04462
1743	12077.01079
1744	12073.664
1745	12065.22888
1746	12058.28976
1747	12057.57839
1748	12055.62877
1749	12052.90382
1750	12052.57163
1751	12050.20858
1752	12049.59971
1753	12049.26328
1754	12045.16328
1755	12042.55101
1756	12042.41237
1757	12034.12173
1758	12026.2742
1759	12019.20909
1760	12014.91969
1761	12011.50518
1762	12011.07484
1763	12001.47806
1764	11999.60805
1765	11985.53148
1766	11985.3216
1767	11985.01044
1768	11980.27937
1769	11974.2223
1770	11969.96181
1771	11963.75996
1772	11963.03937
1773	11961.70764
1774	11961.43474
1775	11958.5721
1776	11954.06621
1777	11953.89026
1778	11949.38395
1779	11949.16191
1780	11943.38134
1781	11943.01062
1782	11936.88316
1783	11929.74497
1784	11927.08318
1785	11924.91301
1786	11921.59314
1787	11917.6979
1788	11917.51624
1789	11915.63547
1790	11915.40489
1791	11907.25254
1792	11905.54839
1793	11903.85825
1794	11897.01115
1795	11896.12563
1796	11891.95963
1797	11885.653
1798	11883.16224
1799	11882.72584
1800	11871.93799
1801	11865.19756
1802	11864.90383
1803	11860.07532
1804	11858.80049
1805	11853.44187
1806	11853.29162
1807	11849.01792
1808	11848.48806
1809	11846.03404
1810	11842.06846
1811	11841.09667
1812	11840.65819
1813	11840.46419
1814	11840.16566
1815	11838.11256
1816	11833.44596
1817	11826.99902
1818	11825.84751
1819	11820.15662
1820	11813.08249
1821	11802.73726
1822	11801.91446
1823	11796.98573
1824	11791.76331
1825	11790.51506
1826	11790.36868
1827	11790.14343
1828	11789.71255
1829	11786.20805
1830	11782.85158
1831	11775.0191
1832	11766.1937
1833	11764.98989
1834	11756.04593
1835	11752.40829
1836	11750.54629
1837	11743.91044
1838	11735.54935
1839	11735.35573
1840	11732.61956
1841	11731.38568
1842	11728.87584
1843	11727.48285
1844	11727.30958
1845	11723.56915
1846	11713.61062
1847	11713.09382
1848	11708.14426
1849	11707.71716
1850	11707.41696
1851	11706.97748
1852	11700.0007
1853	11698.25787
1854	11694.7505
1855	11694.54783
1856	11693.73083
1857	11693.59975
1858	11692.66603
1859	11692.47789
1860	11691.43213
1861	11691.29771
1862	11683.69676
1863	11683.14669
1864	11682.74316
1865	11670.5877
1866	11662.84625
1867	11661.81901
1868	11658.25025
1869	11653.2673
1870	11652.209
1871	11642.53442
1872	11635.23855
1873	11634.94192
1874	11631.98607
1875	11622.61755
1876	11622.45766
1877	11622.0575
1878	11621.01093
1879	11620.11625
1880	11616.79843
1881	11611.85123
1882	11608.04745
1883	11604.49834
1884	11602.62416
1885	11601.97087
1886	11599.20768
1887	11596.05744
1888	11595.75734
1889	11594.28426
1890	11589.96414
1891	11588.7688
1892	11587.85685
1893	11585.43683
1894	11584.48111
1895	11584.31567
1896	11581.14641
1897	11580.74458
1898	11580.60739
1899	11580.48036
1900	11577.40136
1901	11577.12794
1902	11571.02184
1903	11569.90708
1904	11566.9201
1905	11566.62485
1906	11563.68136
1907	11561.14767
1908	11560.85986
1909	11558.40011
1910	11556.2179
1911	11555.81232
1912	11554.28954
1913	11550.21069
1914	11547.72037
1915	11544.9401
1916	11542.61398
1917	11541.65467
1918	11530.50913
1919	11524.4119
1920	11523.13364
1921	11516.26328
1922	11512.36636
1923	11511.68075
1924	11504.97364
1925	11502.7076
1926	11501.70737
1927	11499.64871
1928	11496.61044
1929	11491.68728
1930	11481.4396
1931	11479.62201
1932	11474.89066
1933	11467.97804
1934	11467.61172
1935	11467.48004
1936	11462.20014
1937	11460.01463
1938	11459.73901
1939	11453.29371
1940	11445.28548
1941	11445.14039
1942	11442.59338
1943	11438.9829
1944	11432.21377
1945	11432.09076
1946	11428.95664
1947	11424.27622
1948	11421.90159
1949	11417.05009
1950	11415.28579
1951	11411.73894
1952	11406.89598
1953	11406.71844
1954	11404.91164
1955	11397.79158
1956	11394.13282
1957	11393.99379
1958	11393.69643
1959	11392.86912
1960	11389.77588
1961	11385.39744
1962	11385.28288
1963	11383.6861
1964	11376.90818
1965	11375.8306
1966	11367.0421
1967	11364.19387
1968	11362.85916
1969	11360.73131
1970	11358.48761
1971	11358.01083
1972	11357.39201
1973	11356.96388
1974	11350.2962
1975	11345.81603
1976	11343.07603
1977	11340.24319
1978	11337.4255
1979	11335.38523
1980	11335.25173
1981	11331.78594
1982	11329.23846
1983	11329.04813
1984	11328.85829
1985	11325.81695
1986	11325.60581
1987	11324.53889
1988	11324.07149
1989	11323.95678
1990	11323.57247
1991	11323.30811
1992	11322.91549
1993	11314.72749
1994	11314.62215
1995	11309.58548
1996	11307.31081
1997	11303.92426
1998	11303.65695
1999	11299.50844
2000	11294.49038
2001	11292.53477
2002	11291.69839
2003	11286.6072
2004	11284.63602
2005	11280.50501
2006	11280.18524
2007	11276.90542
2008	11274.21164
2009	11273.04747
2010	11266.24351
2011	11265.87447
2012	11258.68575
2013	11249.29679
2014	11242.64043
2015	11237.84247
2016	11235.31962
2017	11233.44564
2018	11233.14841
2019	11227.2936
2020	11223.54769
2021	11223.42868
2022	11222.35291
2023	11219.0267
2024	11218.9048
2025	11215.14544
2026	11214.99596
2027	11210.45062
2028	11205.99424
2029	11205.88486
2030	11205.25416
2031	11202.4299
2032	11199.35748
2033	11192.77908
2034	11192.52199
2035	11192.08579
2036	11185.18787
2037	11178.67821
2038	11177.01979
2039	11174.90938
2040	11172.58233
2041	11170.1472
2042	11165.67702
2043	11163.59133
2044	11163.38165
2045	11159.62548
2046	11159.43837
2047	11154.61125
2048	11149.45955
2049	11145.43601
2050	11142.93648
2051	11142.46081
2052	11139.19514
2053	11137.55042
2054	11135.74592
2055	11132.0773
2056	11130.35932
2057	11128.62116
2058	11125.77158
2059	11120.50269
2060	11116.96465
2061	11116.85278
2062	11110.90205
2063	11107.21766
2064	11106.97893
2065	11105.48003
2066	11102.01195
2067	11099.64296
2068	11095.25077
2069	11090.18183
2070	11083.29015
2071	11083.19531
2072	11080.02917
2073	11076.37279
2074	11074.1214
2075	11071.95124
2076	11071.395
2077	11068.40109
2078	11067.31609
2079	11063.86276
2080	11063.60907
2081	11063.36147
2082	11061.5742
2083	11057.33336
2084	11054.71657
2085	11051.08347
2086	11047.91927
2087	11045.27789
2088	11041.66268
2089	11039.97398
2090	11034.49833
2091	11030.97678
2092	11029.97043
2093	11029.18398
2094	11027.09616
2095	11026.99204
2096	11016.02502
2097	11014.31673
2098	11010.94691
2099	11008.53272
2100	11005.17543
2101	11000.30828
2102	10999.21111
2103	10994.1988
2104	10990.34845
2105	10988.84804
2106	10986.27916
2107	10986.04669
2108	10985.94704
2109	10985.45972
2110	10982.2388
2111	10975.07033
2112	10967.44923
2113	10966.84031
2114	10966.67379
2115	10965.10791
2116	10959.12518
2117	10958.56099
2118	10958.26227
2119	10950.24248
2120	10949.89291
2121	10945.0162
2122	10943.19616
2123	10942.86178
2124	10942.76702
2125	10940.27433
2126	10940.18152
2127	10935.04003
2128	10934.96696
2129	10925.75153
2130	10925.60209
2131	10925.51066
2132	10921.24635
2133	10920.05628
2134	10918.4296
2135	10915.57082
2136	10910.92982
2137	10909.95564
2138	10905.45866
2139	10904.94828
2140	10904.65337
2141	10900.76645
2142	10897.62675
2143	10896.95497
2144	10894.22774
2145	10891.7046
2146	10890.0537
2147	10888.09554
2148	10887.7896
2149	10886.9765
2150	10882.45784
2151	10874.5822
2152	10874.32572
2153	10873.46679
2154	10871.18238
2155	10869.27938
2156	10865.63275
2157	10861.83383
2158	10856.30419
2159	10852.62785
2160	10850.52999
2161	10849.92866
2162	10849.64441
2163	10842.40781
2164	10836.08969
2165	10835.87912
2166	10834.52662
2167	10833.45217
2168	10833.20523
2169	10832.95992
2170	10831.54679
2171	10823.17227
2172	10823.09868
2173	10821.38195
2174	10819.5602
2175	10818.35978
2176	10809.22947
2177	10803.13383
2178	10802.89482
2179	10799.95969
2180	10796.98607
2181	10791.7436
2182	10791.3073
2183	10791.21757
2184	10789.61476
2185	10787.70616
2186	10787.29959
2187	10781.48521
2188	10778.12267
2189	10776.19871
2190	10773.7033
2191	10773.46763
2192	10773.25808
2193	10773.05156
2194	10772.32194
2195	10770.24452
2196	10768.01674
2197	10767.65462
2198	10763.43476
2199	10762.60371
2200	10758.18961
2201	10757.97191
2202	10752.35999
2203	10752.01768
2204	10751.26853
2205	10748.18164
2206	10743.32546
2207	10741.7839
2208	10735.91727
2209	10734.32657
2210	10733.66034
2211	10733.3681
2212	10732.77002
2213	10732.6822
2214	10732.43521
2215	10730.86227
2216	10725.79885
2217	10724.32568
2218	10721.36823
2219	10718.64219
2220	10716.34403
2221	10714.74337
2222	10708.10608
2223	10705.17526
2224	10702.22431
2225	10702.15691
2226	10700.37346
2227	10699.38881
2228	10697.37345
2229	10697.29092
2230	10695.73308
2231	10695.52759
2232	10695.39601
2233	10694.60915
2234	10692.92058
2235	10692.06752
2236	10691.95227
2237	10690.58899
2238	10687.74154
2239	10687.41669
2240	10684.60365
2241	10682.28715
2242	10682.21641
2243	10677.4594
2244	10677.10917
2245	10674.97094
2246	10672.15508
2247	10672.07513
2248	10664.23649
2249	10663.7338
2250	10658.8394
2251	10655.52004
2252	10652.78355
2253	10652.52203
2254	10652.43843
2255	10651.93897
2256	10645.7706
2257	10644.88463
2258	10643.90911
2259	10643.8295
2260	10643.76629
2261	10639.34545
2262	10636.52791
2263	10636.33795
2264	10635.94243
2265	10633.51205
2266	10628.72114
2267	10628.43504
2268	10627.39896
2269	10627.31997
2270	10620.04207
2271	10612.02813
2272	10611.95689
2273	10611.63289
2274	10610.30271
2275	10610.22584
2276	10607.22863
2277	10604.17711
2278	10603.51004
2279	10597.82011
2280	10597.14491
2281	10594.92838
2282	10594.8222
2283	10591.15712
2284	10587.53874
2285	10586.47298
2286	10583.77261
2287	10580.62756
2288	10576.33818
2289	10576.31505
2290	10575.50303
2291	10575.43259
2292	10573.93951
2293	10567.7693
2294	10567.71116
2295	10563.85666
2296	10562.48669
2297	10560.82615
2298	10559.98616
2299	10553.40414
2300	10546.00194
2301	10545.92955
2302	10543.51801
2303	10543.45348
2304	10542.77341
2305	10530.55576
2306	10527.93025
2307	10522.9415
2308	10522.87913
2309	10522.58266
2310	10522.38438
2311	10521.6934
2312	10519.0949
2313	10519.03336
2314	10516.29516
2315	10513.90574
2316	10506.14618
2317	10499.00711
2318	10498.35572
2319	10496.63277
2320	10491.74399
2321	10486.07121
2322	10484.55284
2323	10477.31389
2324	10476.30947
2325	10476.21759
2326	10471.47597
2327	10468.06211
2328	10465.06341
2329	10460.32091
2330	10460.2521
2331	10455.25525
2332	10453.04483
2333	10447.74989
2334	10440.5405
2335	10439.94162
2336	10435.90033
2337	10430.22448
2338	10420.85168
2339	10416.11364
2340	10415.16015
2341	10414.21711
2342	10408.43251
2343	10402.58027
2344	10400.45976
2345	10399.6144
2346	10399.55404
2347	10390.84425
2348	10390.68033
2349	10389.68486
2350	10389.63112
2351	10386.14116
2352	10385.60355
2353	10385.44272
2354	10383.50085
2355	10382.39499
2356	10382.28758
2357	10377.96131
2358	10377.89588
2359	10376.83256
2360	10376.49377
2361	10376.44268
2362	10370.23677
2363	10365.72205
2364	10363.27876
2365	10362.17838
2366	10359.36075
2367	10357.28814
2368	10356.66016
2369	10353.14067
2370	10352.60143
2371	10351.20159
2372	10349.08949
2373	10346.074
2374	10343.39042
2375	10342.53643
2376	10341.98058
2377	10340.58503
2378	10337.48383
2379	10336.73522
2380	10331.61635
2381	10329.99942
2382	10329.93643
2383	10329.85728
2384	10328.43894
2385	10327.7725
2386	10325.63417
2387	10321.91199
2388	10320.8581
2389	10320.43026
2390	10319.79468
2391	10315.82547
2392	10313.99761
2393	10308.49424
2394	10304.69654
2395	10304.64609
2396	10301.23447
2397	10299.68945
2398	10297.56158
2399	10297.5395
2400	10297.48262
2401	10294.17538
2402	10294.12766
2403	10289.39411
2404	10287.15733
2405	10284.25203
2406	10275.5715
2407	10273.02795
2408	10272.30879
2409	10268.81614
2410	10264.62049
2411	10264.43995
2412	10262.57237
2413	10260.39224
2414	10257.20217
2415	10254.10474
2416	10251.76953
2417	10251.50437
2418	10251.19836
2419	10247.89176
2420	10246.10728
2421	10246.05541
2422	10239.87342
2423	10237.40483
2424	10236.97478
2425	10233.65508
2426	10231.3157
2427	10230.94397
2428	10230.88261
2429	10227.679
2430	10224.26993
2431	10222.50546
2432	10216.27664
2433	10213.84707
2434	10209.17368
2435	10204.17845
2436	10202.10882
2437	10197.96362
2438	10197.79264
2439	10196.27033
2440	10191.98189
2441	10189.45451
2442	10188.37264
2443	10185.24267
2444	10184.59212
2445	10184.54034
2446	10184.50107
2447	10184.06279
2448	10179.27604
2449	10177.87123
2450	10175.77014
2451	10167.32077
2452	10167.19854
2453	10164.83373
2454	10162.60018
2455	10158.95776
2456	10155.66058
2457	10155.09108
2458	10153.46671
2459	10152.39113
2460	10152.28916
2461	10151.78263
2462	10150.21789
2463	10150.16595
2464	10149.74668
2465	10143.47303
2466	10139.34845
2467	10136.79072
2468	10131.64128
2469	10129.2886
2470	10126.0834
2471	10122.93459
2472	10122.21203
2473	10116.53399
2474	10113.47874
2475	10112.78735
2476	10110.51343
2477	10106.71509
2478	10106.38918
2479	10106.06441
2480	10102.20377
2481	10098.12053
2482	10098.08259
2483	10095.14291
2484	10093.78088
2485	10089.36884
2486	10089.22226
2487	10087.42063
2488	10081.69388
2489	10077.8374
2490	10075.72035
2491	10073.46367
2492	10070.61292
2493	10069.20802
2494	10067.99381
2495	10066.54137
2496	10064.71357
2497	10062.6411
2498	10062.45415
2499	10055.94781
2500	10055.91013
2501	10055.7168
2502	10053.32825
2503	10052.86419
2504	10047.92853
2505	10047.64224
2506	10044.47819
2507	10043.9516
2508	10042.10992
2509	10041.05171
2510	10040.75422
2511	10040.11346
2512	10038.54583
2513	10037.14811
2514	10037.10152
2515	10036.19791
2516	10030.20547
2517	10020.64532
2518	10018.74684
2519	10015.47608
2520	10013.28319
2521	10012.06174
2522	10011.50498
2523	10010.85008
2524	10006.85249
2525	10006.13728
2526	10000.26025
2527	9994.395079
2528	9990.656251
2529	9985.375161
2530	9985.361365
2531	9985.325644
2532	9981.027383
2533	9979.20381
2534	9973.704678
2535	9973.518306
2536	9973.246803
2537	9969.265362
2538	9969.029634
2539	9965.028426
2540	9964.909719
2541	9962.56252
2542	9960.569982
2543	9959.00172
2544	9957.870359
2545	9957.438085
2546	9957.282064
2547	9953.947442
2548	9952.785249
2549	9951.988917
2550	9949.721563
2551	9945.326571
2552	9944.31456
2553	9941.202432
2554	9940.510661
2555	9936.433548
2556	9930.657847
2557	9929.318465
2558	9928.506675
2559	9928.492334
2560	9928.302004
2561	9926.381538
2562	9924.419093
2563	9920.889636
2564	9920.042667
2565	9919.992919
2566	9919.911966
2567	9918.023107
2568	9915.078489
2569	9907.801028
2570	9905.111961
2571	9904.548604
2572	9900.738456
2573	9897.555423
2574	9897.444131
2575	9895.307759
2576	9891.848645
2577	9891.126018
2578	9890.961916
2579	9885.800735
2580	9883.17233
2581	9882.210052
2582	9878.938788
2583	9871.769226
2584	9869.973927
2585	9869.276376
2586	9866.346718
2587	9866.170048
2588	9861.518203
2589	9858.395313
2590	9857.768171
2591	9854.053984
2592	9846.340731
2593	9845.379788
2594	9843.343726
2595	9840.563371
2596	9840.403741
2597	9838.370525
2598	9834.918149
2599	9834.87167
2600	9834.467135
2601	9831.457725
2602	9829.995087
2603	9829.933951
2604	9828.128971
2605	9819.747174
2606	9818.782074
2607	9812.399875
2608	9811.672967
2609	9810.67662
2610	9807.346077
2611	9806.920379
2612	9806.381372
2613	9804.395351
2614	9804.324461
2615	9802.141269
2616	9800.822814
2617	9797.398265
2618	9796.702757
2619	9796.306117
2620	9795.627159
2621	9791.825205
2622	9790.124422
2623	9790.070297
2624	9789.896557
2625	9787.570316
2626	9786.719455
2627	9780.767561
2628	9780.723046
2629	9777.741691
2630	9776.684229
2631	9773.295412
2632	9773.252016
2633	9769.119904
2634	9767.001841
2635	9764.753083
2636	9762.854761
2637	9759.778075
2638	9755.452633
2639	9751.911705
2640	9750.53962
2641	9750.443318
2642	9743.469612
2643	9743.146494
2644	9742.258495
2645	9739.068188
2646	9736.016788
2647	9734.587497
2648	9733.974066
2649	9731.201998
2650	9727.115227
2651	9724.925589
2652	9724.593156
2653	9720.029327
2654	9719.611023
2655	9714.967758
2656	9713.738082
2657	9712.527528
2658	9710.700319
2659	9706.254825
2660	9703.145805
2661	9700.716259
2662	9700.701058
2663	9700.655581
2664	9698.76551
2665	9697.26457
2666	9694.683154
2667	9694.667941
2668	9693.078274
2669	9691.595399
2670	9691.556385
2671	9690.859776
2672	9688.599332
2673	9683.858049
2674	9682.395163
2675	9678.836977
2676	9678.241761
2677	9675.129132
2678	9669.235459
2679	9668.898655
2680	9667.478329
2681	9663.833541
2682	9663.74207
2683	9663.732991
2684	9662.057504
2685	9662.019749
2686	9661.503147
2687	9661.306123
2688	9661.257691
2689	9660.380162
2690	9656.8203
2691	9656.775068
2692	9648.446466
2693	9646.444478
2694	9643.061681
2695	9642.924767
2696	9641.283411
2697	9640.226408
2698	9640.211436
2699	9634.055988
2700	9633.695698
2701	9631.090127
2702	9628.255029
2703	9624.553673
2704	9624.254056
2705	9624.170002
2706	9620.052353
2707	9619.985037
2708	9619.056273
2709	9617.977514
2710	9617.924976
2711	9615.875323
2712	9615.573638
2713	9615.459724
2714	9615.423163
2715	9613.158879
2716	9611.257426
2717	9610.273947
2718	9606.39637
2719	9605.364774
2720	9603.000669
2721	9602.936263
2722	9600.922657
2723	9598.448666
2724	9596.483059
2725	9594.623875
2726	9592.282204
2727	9588.061648
2728	9585.568274
2729	9583.087997
2730	9583.045927
2731	9574.32225
2732	9574.199012
2733	9572.866677
2734	9571.383947
2735	9571.192256
2736	9565.42795
2737	9565.346277
2738	9565.319953
2739	9563.207699
2740	9562.990452
2741	9562.671263
2742	9561.972961
2743	9558.288084
2744	9555.128681
2745	9554.869889
2746	9554.527922
2747	9551.435201
2748	9550.325256
2749	9550.247517
2750	9548.813729
2751	9546.176651
2752	9538.949901
2753	9534.795334
2754	9532.324326
2755	9531.131511
2756	9530.879445
2757	9526.038242
2758	9525.528892
2759	9523.877712
2760	9519.596055
2761	9518.824741
2762	9516.249623
2763	9515.01884
2764	9513.290934
2765	9513.05945
2766	9508.657211
2767	9506.873494
2768	9502.114927
2769	9502.018249
2770	9501.115797
2771	9500.61426
2772	9494.951848
2773	9494.915021
2774	9494.311309
2775	9492.582943
2776	9492.398864
2777	9490.777873
2778	9490.458862
2779	9490.098371
2780	9489.057991
2781	9488.567142
2782	9488.479889
2783	9483.68539
2784	9483.076237
2785	9483.043055
2786	9480.034227
2787	9479.440282
2788	9476.619099
2789	9473.614949
2790	9468.063077
2791	9467.903183
2792	9466.51099
2793	9466.122765
2794	9462.452603
2795	9459.709818
2796	9459.696896
2797	9457.02724
2798	9448.793762
2799	9445.83097
2800	9445.35629
2801	9441.025331
2802	9440.788918
2803	9440.715015
2804	9438.70508
2805	9438.652735
2806	9438.400911
2807	9438.387658
2808	9437.431349
2809	9435.442725
2810	9431.868012
2811	9431.826725
2812	9431.794083
2813	9421.765627
2814	9420.578263
2815	9420.483644
2816	9420.037441
2817	9416.285825
2818	9416.248204
2819	9414.222222
2820	9413.533645
2821	9413.229925
2822	9412.372468
2823	9412.12033
2824	9412.111819
2825	9410.37515
2826	9410.30673
2827	9410.293234
2828	9407.18338
2829	9405.334582
2830	9400.687613
2831	9400.060731
2832	9400.002275
2833	9398.336645
2834	9398.20364
2835	9395.265711
2836	9392.697974
2837	9391.564935
2838	9391.072533
2839	9390.660733
2840	9389.825151
2841	9389.802685
2842	9389.341906
2843	9388.434641
2844	9385.946935
2845	9385.307197
2846	9384.334409
2847	9384.029097
2848	9383.542552
2849	9382.571834
2850	9378.993042
2851	9377.664963
2852	9370.161111
2853	9368.861729
2854	9366.949561
2855	9366.804459
2856	9366.137727
2857	9366.101015
2858	9366.031717
2859	9363.210799
2860	9362.115678
2861	9358.67649
2862	9358.484417
2863	9358.258485
2864	9357.895717
2865	9356.319179
2866	9355.694768
2867	9355.452493
2868	9355.077186
2869	9351.579561
2870	9349.26896
2871	9345.964692
2872	9342.482857
2873	9336.902059
2874	9334.528996
2875	9333.486789
2876	9332.581283
2877	9329.286105
2878	9328.975378
2879	9323.650352
2880	9320.531095
2881	9319.969713
2882	9318.684509
2883	9317.56741
2884	9317.532919
2885	9315.061442
2886	9314.850328
2887	9314.313833
2888	9304.622525
2889	9303.5547
2890	9302.731903
2891	9302.673698
2892	9300.54697
2893	9295.891704
2894	9292.946795
2895	9290.108708
2896	9288.859616
2897	9287.243929
2898	9284.601659
2899	9282.98089
2900	9280.277836
2901	9279.29865
2902	9277.557602
2903	9277.090883
2904	9275.921069
2905	9272.089312
2906	9272.076591
2907	9269.770483
2908	9267.637837
2909	9265.870009
2910	9263.014347
2911	9262.832865
2912	9255.511808
2913	9254.109924
2914	9253.015038
2915	9250.900379
2916	9250.840696
2917	9247.027041
2918	9246.382698
2919	9245.965702
2920	9243.204708
2921	9241.217623
2922	9238.30978
2923	9238.297382
2924	9237.984263
2925	9237.029248
2926	9233.32559
2927	9230.83086
2928	9228.942106
2929	9227.573501
2930	9223.796701
2931	9222.844187
2932	9220.854175
2933	9215.204405
2934	9214.216969
2935	9210.144019
2936	9209.543987
2937	9208.836261
2938	9208.819678
2939	9207.774431
2940	9205.355313
2941	9202.895081
2942	9202.488047
2943	9198.650451
2944	9198.452461
2945	9198.324834
2946	9198.213674
2947	9197.953927
2948	9195.050604
2949	9194.960156
2950	9193.758144
2951	9193.143711
2952	9192.135606
2953	9192.103136
2954	9186.074476
2955	9182.952744
2956	9182.753164
2957	9182.470548
2958	9182.125855
2959	9179.213023
2960	9176.663107
2961	9172.36665
2962	9168.767168
2963	9167.079674
2964	9162.961597
2965	9162.81084
2966	9162.335894
2967	9160.634001
2968	9157.178996
2969	9157.165769
2970	9156.56843
2971	9152.171321
2972	9151.937979
2973	9149.523515
2974	9148.500301
2975	9146.764089
2976	9143.928465
2977	9143.591461
2978	9140.7294
2979	9137.449294
2980	9137.416538
2981	9136.308854
2982	9135.77494
2983	9135.399619
2984	9133.765161
2985	9132.056072
2986	9129.395554
2987	9129.382251
2988	9125.388605
2989	9119.492357
2990	9118.803337
2991	9114.246577
2992	9111.852943
2993	9110.435977
2994	9109.691762
2995	9109.536205
2996	9109.327046
2997	9108.530634
2998	9106.516456
2999	9105.214943
3000	9105.052085
3001	9101.268514
3002	9098.768445
3003	9098.668137
3004	9098.498973
3005	9095.082136
3006	9094.728204
3007	9093.88701
3008	9086.956631
3009	9086.214759
3010	9085.522765
3011	9085.295719
3012	9084.620014
3013	9082.999806
3014	9082.771766
3015	9082.60702
3016	9082.574059
3017	9080.680678
3018	9080.596219
3019	9079.992914
3020	9079.865383
3021	9078.589573
3022	9073.989613
3023	9073.132037
3024	9070.786792
3025	9069.783591
3026	9069.632388
3027	9068.504181
3028	9063.463788
3029	9063.342357
3030	9062.428584
3031	9061.98587
3032	9060.196696
3033	9058.528051
3034	9055.853886
3035	9053.516472
3036	9051.895089
3037	9050.815165
3038	9049.337132
3039	9048.651123
3040	9048.491635
3041	9045.399114
3042	9044.696411
3043	9042.463411
3044	9042.369518
3045	9042.356108
3046	9038.200323
3047	9035.956723
3048	9033.144734
3049	9030.873888
3050	9028.688493
3051	9026.361111
3052	9024.854414
3053	9024.653633
3054	9024.363325
3055	9024.05196
3056	9022.458432
3057	9022.295904
3058	9022.265156
3059	9021.248947
3060	9018.489162
3061	9015.969179
3062	9015.753244
3063	9014.602239
3064	9011.672892
3065	9009.353314
3066	9006.705085
3067	9004.391383
3068	8999.603076
3069	8996.379384
3070	8992.865073
3071	8992.781005
3072	8985.623342
3073	8985.039713
3074	8984.899705
3075	8980.719542
3076	8978.161597
3077	8977.492739
3078	8970.150394
3079	8969.981656
3080	8969.111457
3081	8966.941893
3082	8966.828898
3083	8960.944584
3084	8958.89694
3085	8958.680493
3086	8958.442612
3087	8956.732486
3088	8955.889981
3089	8955.856616
3090	8949.257307
3091	8949.24985
3092	8948.758804
3093	8947.874657
3094	8945.134587
3095	8944.588707
3096	8943.519656
3097	8938.67985
3098	8932.251676
3099	8924.814715
3100	8924.535411
3101	8924.483907
3102	8922.529633
3103	8922.373562
3104	8917.726985
3105	8915.41287
3106	8914.885772
3107	8908.88935
3108	8908.739622
3109	8908.113143
3110	8907.266326
3111	8906.281939
3112	8903.363866
3113	8902.779347
3114	8900.921764
3115	8900.305359
3116	8896.234183
3117	8895.378394
3118	8895.172907
3119	8894.920307
3120	8893.084755
3121	8892.235761
3122	8890.125105
3123	8889.492116
3124	8887.983278
3125	8887.381561
3126	8887.334028
3127	8887.100978
3128	8879.280971
3129	8876.831595
3130	8875.663481
3131	8875.587424
3132	8875.014284
3133	8872.56946
3134	8871.579503
3135	8870.644083
3136	8868.673206
3137	8868.4233
3138	8867.78033
3139	8867.59225
3140	8866.303991
3141	8862.235257
3142	8862.148479
3143	8860.932885
3144	8859.211257
3145	8858.399303
3146	8852.779296
3147	8852.604109
3148	8850.094059
3149	8849.882392
3150	8847.612945
3151	8845.767824
3152	8841.440287
3153	8838.085393
3154	8837.832849
3155	8837.767272
3156	8833.8653
3157	8829.936905
3158	8826.923804
3159	8826.055618
3160	8824.915722
3161	8824.734681
3162	8824.652553
3163	8820.688264
3164	8820.622436
3165	8817.999687
3166	8816.472377
3167	8816.407227
3168	8816.326052
3169	8816.02043
3170	8814.112321
3171	8812.590694
3172	8809.569644
3173	8804.551625
3174	8804.382629
3175	8803.797132
3176	8800.668521
3177	8793.946446
3178	8792.470265
3179	8792.275734
3180	8791.753164
3181	8791.673847
3182	8791.612324
3183	8788.856826
3184	8785.856505
3185	8783.725637
3186	8782.611909
3187	8781.812521
3188	8777.515532
3189	8772.978793
3190	8772.512212
3191	8772.391313
3192	8769.144045
3193	8768.993544
3194	8768.56151
3195	8765.936884
3196	8762.526944
3197	8760.189895
3198	8759.277061
3199	8759.103739
3200	8755.591103
3201	8755.397723
3202	8755.251603
3203	8755.127351
3204	8751.681261
3205	8750.668417
3206	8750.466801
3207	8747.703581
3208	8744.803451
3209	8740.518057
3210	8739.619809
3211	8738.262267
3212	8738.183167
3213	8737.140751
3214	8735.854666
3215	8733.884516
3216	8733.6214
3217	8733.60807
3218	8732.000586
3219	8731.281188
3220	8727.379774
3221	8722.344746
